State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Having_latrine_facility_within_the_premises_Total_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_3_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,sex_ratio,literacy_rate
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,8517,783705,520808,1823930,147842,7050,4951,1203,7328,311,5988,183340,94342,309592,195321,184997,370685,341371,186348,99814,92586,11783,1770672,1171301,510728,308331,8243,147302,10448,27819,32978,69717,71296,108729,37233,890,65
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,2825,600541,382569,1075440,750368,5952,5295,189,517,21,2439,89329,55064,335888,115486,251669,352835,230640,161282,164763,69522,3021,1753947,1227283,391275,215849,5814,166582,5382,19632,26131,44061,55358,125019,37253,910,53
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,2488,603596,413491,1375788,273967,1263,504,2033,606,65,2390,61491,32510,299785,65985,237853,283674,263749,175582,107628,95072,7194,1713786,1069916,361028,223535,2137,85404,7399,18880,24713,38071,46216,103765,39694,879,61
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,2682,692964,477279,1612968,176327,1300,478,819,155,103,4034,49753,23831,363933,41323,235341,344866,341845,223529,157167,97740,5930,1881584,1100820,415918,276272,3174,89107,9635,24395,31923,53074,61892,118132,30422,865,65
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,1503,507279,306145,1372381,220423,2225,522,687,545,3,2810,43753,22034,349856,30764,184229,253910,180825,146757,89011,45341,5115,1575938,1034099,336401,210556,18540,46197,9311,22015,23683,35056,44677,105957,35694,908,51
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,3486,1183722,771098,2928462,620244,5006,767,4619,383,133,4930,127331,29304,742324,42775,836856,424892,367405,249265,170911,119625,11970,3731239,2236842,772777,500373,54552,95139,9117,26079,33962,64329,96318,224748,104073,961,55
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,1079,397586,243605,1163804,33724,1351,1034,69,20390,41,1179,77082,20720,258013,43819,185575,202692,154118,61543,32237,34658,3535,1183894,793551,265080,159666,3295,42178,7680,20378,18155,33251,42652,74048,21714,906,52
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,68506,1742440,1384820,3537787,985070,20493,23883,3877,4975,504,13249,582769,469747,344155,717566,489898,554301,552171,428121,378742,639260,52132,4241505,2678289,1161686,685258,64605,539863,24634,59605,91280,158994,156513,253877,77688,917,68
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,1316,302283,185823,815142,57454,965,389,94,234,157,1523,42936,12874,198298,48525,119002,141201,131165,60400,33810,37165,3926,930318,527067,201394,137393,10104,41692,6219,14004,12647,23423,29572,57356,20253,878,56
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,2642,712110,491775,1746649,100723,1729,475,8814,4161,38,5940,79022,43074,338475,72783,234774,353287,319158,230731,144516,111696,12281,1925936,1193660,402321,265638,6910,72089,7670,19256,24297,40481,52862,122392,44226,881,64
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,8726,943346,564400,2310776,216933,3179,2872,883,2056,126,10359,281239,107867,407488,177802,303291,420976,344961,233264,155937,103102,10262,2263152,1600686,535738,327854,82906,154472,9034,23392,30658,56483,72810,159432,58974,863,59
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,2656,773082,589962,1769937,428555,2109,340,564,155,129,4179,149908,40087,352207,99321,344570,410737,320743,256784,209493,150462,15771,2367797,1402738,467343,323260,12627,87874,4729,12661,17062,31074,46319,129170,79818,979,62
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,23717,1254520,886968,2183255,1185643,10582,24912,1855,18544,236,18662,425624,236071,381520,422303,412280,495861,469403,359944,254337,275076,36096,3293309,2165117,780475,451827,46270,421643,10069,30220,46649,91147,103791,206090,80779,886,62
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,4447,865837,562846,2292534,195765,2373,1133,341,701,27,4096,145997,43500,465152,77963,361642,421577,340261,232189,177109,140668,17680,2559668,1590528,552177,346773,7492,102361,9304,26529,28534,50460,67762,139889,68341,903,57
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,11690,1357435,906413,2488265,2248392,13157,7555,1260,2426,382,10569,281758,179473,692398,355518,635957,725118,492338,296210,186311,186489,23372,4643087,3168270,988486,525574,89676,496107,14543,47550,65904,107450,131294,307224,110774,906,47
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,10077,1448528,968811,2382914,1711453,6495,18601,1516,16345,60,6128,368153,147785,673746,296104,826387,780470,531913,281747,148770,98691,5608,4105123,2671757,911621,544283,15851,449383,11875,36471,51215,96254,116060,261518,107994,889,58
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,2870,654290,406805,1449007,489686,3510,84787,360,138,45,3474,83006,47723,371752,89638,294135,281158,240057,117838,77602,66129,9713,2064471,1320476,449673,256276,4582,162404,9361,26996,35218,53790,65318,133028,37759,895,52
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,716,250122,151393,827293,25597,358,72,32,14077,27,392,71612,17984,209813,24269,142397,111276,70969,35206,21854,19109,2137,891569,545987,204801,115608,1452,20284,5456,19446,21840,35231,34515,53867,7691,983,46
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,5149,1121381,810178,2731351,452394,3920,1451,7795,746,43,11441,140538,46358,711085,41701,427626,558350,456752,332742,238011,197846,20047,3291010,2002569,703727,492097,10748,74799,14513,33056,36506,62623,84941,199577,103038,998,60
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,5184,1165965,799878,2975998,413243,3634,2424,722,397,602,8539,247856,65080,705025,73393,540661,538301,477689,270775,182823,153041,15662,3465678,2116007,776583,506583,6386,112567,22027,47037,57790,90533,107841,219117,70008,943,58
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,3847,630408,413258,1073890,1181337,9201,65316,384,1307,63,4321,131112,62281,396775,143217,278477,374898,171242,85117,51703,43839,3169,2243858,1576123,491164,258913,9619,260618,7548,25173,34149,52141,64043,158241,52146,909,45
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,9699,1220114,856994,1966892,1454052,6523,18627,1937,10208,135,8008,404499,149035,605082,284156,474060,600668,431491,256510,163463,154153,10083,3369945,2228689,769736,433862,34095,343084,10249,33995,51906,93215,108431,220551,70629,890,60
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,2031,567098,387851,1300586,404410,1766,447,4393,95,35,3451,79525,17671,324972,27179,341757,290532,205875,129442,86528,63506,8882,1809575,1108368,352395,250502,3918,38686,5769,12844,14742,24834,35729,100000,64122,972,56
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,3889,915142,575788,2412595,527581,4630,51090,2312,301,84,7945,115163,91958,520289,134714,451571,476064,315873,158430,96308,87355,8885,2919101,1961237,652237,368743,24321,198260,17460,41129,49628,70340,81986,190971,66687,872,50
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,3874,1397702,886031,3555450,893725,6579,11611,2663,1410,79,12475,102040,74072,827583,111319,714304,656401,482220,221898,136383,127750,8775,4489427,2862383,1000987,588318,32304,145037,28964,69186,81636,112858,132149,278902,90166,888,51
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,5149,601988,383720,1738769,103567,3963,1649,1747,487,1907,10470,95582,40467,337048,91040,306218,297226,212565,120822,82614,63846,9357,1837774,1203938,418914,237866,1841,78826,10860,28266,27373,48023,61216,116835,34345,918,53
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,5956,1300248,939654,3119590,650261,4453,1629,9989,426,336,10433,233701,55055,839737,49891,460210,637015,526973,306046,188848,176414,15277,3429674,2376875,828222,580164,11856,101900,19782,38990,44428,74378,96974,231911,121462,983,59
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,3476,1053063,720521,2732016,363453,3574,1204,920,240,31,6929,99466,70484,596317,121039,501457,512965,415378,240024,136688,101934,7173,3045722,1893706,706851,453462,54348,141351,20946,44083,54007,85034,102726,202134,58561,907,57
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,19214,1389116,1014787,3107681,546987,7696,3309,1146,1898,298,7826,336056,202055,438935,316129,467782,608174,557052,447926,351391,281652,34841,3655185,2260457,856070,531549,28765,295357,8695,25178,37527,73153,93156,195585,108410,913,65
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,1830,231604,204893,611250,7752,1895,256,201,31,6,1115,109876,40199,260056,21082,90864,120029,115810,76148,53026,37742,2263,605438,351595,141238,128994,679,76958,12916,14375,17500,25736,26397,36077,6256,1139,70
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,435,97546,81937,257509,1440,397,46,102,7,16,381,47083,13352,96031,3880,38113,47788,50340,31224,20785,10900,675,249364,147488,60569,51672,169,31604,3750,5600,7598,12246,11444,15087,1987,1090,69
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,899,155395,125161,385818,4395,428,323,190,11,23,417,71524,27853,163434,22906,47447,68435,67519,47703,32557,27168,2367,355146,229715,93182,67873,835,45572,7399,8592,10683,17370,17056,21857,2808,1019,72
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,548,102015,75711,249563,8693,870,336,24,28,6,128,37725,18785,85202,12839,36127,48093,45766,23610,18360,15110,1317,250812,156916,60722,41913,97,24284,3052,3680,5638,9934,10792,16515,2745,980,68
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,1344,189623,155927,475105,6015,1401,260,185,13,30,430,95421,45365,183687,26256,63591,87585,90983,56591,42086,28375,2237,459484,273494,116749,92517,679,61543,8519,12171,17126,25002,21654,24650,2420,1020,71
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,1366,227406,180588,609835,7374,656,290,32,91,109,544,117239,50929,227059,27177,72163,103462,95417,74008,58434,30704,2073,569274,368324,139371,109998,1238,74477,11735,13297,15568,24468,25045,36001,7380,1077,66
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,7883,598525,439314,1104452,372267,6064,162768,505,738,159,1949,254802,116576,269406,145253,179602,302653,232381,169274,113661,111062,11786,1559017,1042614,392370,212223,1695,207848,7491,18265,30541,58076,62088,99492,24099,920,63
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,602,128237,86889,324859,3554,353,167,563,74,105,411,52621,21374,112148,9061,43442,46625,47640,30901,24989,18882,981,297356,202426,75997,51245,418,29106,4664,5986,6484,12124,13397,19802,4101,958,65
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,4273,1299337,933655,3033581,290450,3865,386,260,2904,260694,4534,334670,45126,900515,90885,450029,545200,686924,261478,143882,133465,20379,3659144,1942335,1014764,637834,1741,153487,27014,60032,116281,207816,145767,154069,45459,957,62
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,32323,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,23188,1049943,292585,1364868,862368,800473,1437198,1605634,698251,405935,439823,62616,7646816,4149420,2265543,1292913,9687,949552,63096,161007,325155,471769,303104,303313,78062,945,68
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,5210,1201481,956966,2181515,1298054,10906,582,258,1152,6051,3886,333752,57010,831044,134565,417769,661190,622372,245201,122865,115743,15205,3547147,2008655,952059,539463,2227,195797,33178,88186,151965,223375,152278,142195,21777,956,62
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,2518,596474,487211,1232850,412788,24794,276,148,323,2786,2311,168069,37186,390949,70077,247675,323965,327064,135556,63286,52345,5190,1689475,937283,465982,271423,1588,145974,13268,38679,78130,115122,77678,65759,7585,956,65
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,10943,717673,597912,1366681,105086,141848,2032,209240,1840,15523,4573,297176,141897,303284,215675,183479,344865,402415,176129,113905,110193,12851,1759190,1031221,523288,289979,2335,251140,12923,32230,67886,95369,72225,85818,15838,970,71
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,30751,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,18276,796953,325053,483384,869313,516323,1059842,1084155,446743,284481,304594,37027,4659826,2587164,1423304,833104,6457,768670,34133,92296,213487,270747,175378,193153,49920,939,74
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,31725,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,11470,965258,319815,992085,647953,676265,1172797,1174912,515807,333658,380060,44252,5478557,2766489,1688206,1060821,3629,903933,50510,131123,273607,353654,210236,198095,52213,961,74
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,9322,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,5022,382500,138522,798378,319426,455854,765613,814395,292056,150360,129393,18916,3830010,2259507,1035449,575667,2223,428531,27411,73578,147903,225003,181688,182939,22879,953,65
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,136618,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,48982,927602,623579,0,1308106,255171,597841,820902,555529,425245,691804,89701,3847181,2025389,1433314,1014769,23222,915319,50120,121054,227976,224157,138816,158092,43968,908,80
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,5357,1152019,934413,1914352,2045151,13209,747,359,639,7929,6459,297716,54213,830318,128678,478902,629137,595551,238078,109719,92207,18330,4121958,2511004,955283,520122,2436,266247,26008,76538,128796,193851,169987,209643,34115,944,52
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,7951,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,7491,541169,92742,1501066,350899,837828,1428661,1210859,443254,230242,170051,25975,7378711,4390564,1717594,991413,4236,617358,58934,159421,261786,396087,305744,320901,59019,958,57
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,12787,1878866,1601689,3728482,1382682,33835,849,514,281,16893,4064,623729,168314,1081381,468390,605490,1093403,1052487,412193,236828,209562,25491,5205581,2745828,1484986,934417,2369,955780,39958,120563,264946,367982,223354,186713,28340,947,67
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,3551,1002058,622847,2373120,227249,8646,622,209,3052,309029,8188,189889,30675,653219,99433,299355,480046,528068,177459,91807,77621,10072,2937227,1678057,764776,484166,3116,67448,19260,42004,68614,125289,114048,151353,48686,957,55
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,2883,853495,636172,1482943,1501170,16702,477,432,1324,1622,2464,199307,39138,683981,94269,402590,488047,422777,163106,73395,59457,12723,3053359,1916033,704859,385155,1087,164644,14723,47047,81917,126359,118682,179210,30234,939,50
